0,7969.4,501634.139553, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
0,7969.4,501634.139553, 
0,7969.4,501634.139553, 
0,7826.088,724463.638048, 
17506.707353,0,718269.213938, 
0,7969.4,501634.139553, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
0,7910.776,592792.431993, 
17710.774371,0,587669.468954, 
17782.056263,0,537987.150773, 
0,8012.4,434766.667036, 
0,7870.632,647146.496745, 
0,7910.776,592792.431993, 
17710.774371,0,587669.468954, 
0,7910.776,592792.431993, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
0,7969.4,501634.139553, 
15961.957272,758.04,632956.495035, 
0,7969.4,501634.139553, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
17506.707353,0,718269.213938, 
0,8012.4,434766.667036, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,7969.4,501634.139553, 
15961.957272,758.04,632956.495035, 
0,7807.248,745731.962772, 
0,7826.088,724463.638048, 
0,7870.632,647146.496745, 
0,8012.4,434766.667036, 
0,8012.4,434766.667036, 
0,7910.776,592792.431993, 
0,7826.088,724463.638048, 
0,7807.248,745731.962772, 
0,7969.4,501634.139553, 
0,7969.4,501634.139553, 
0,7969.4,501634.139553, 
17852.015278,0,497267.127089, 
0,7807.248,745731.962772, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
0,7969.4,501634.139553, 
0,7969.4,501634.139553, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,8012.4,434766.667036, 
0,8012.4,434766.667036, 
0,7969.4,501634.139553, 
0,7969.4,501634.139553, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
17506.707353,0,718269.213938, 
0,7826.088,724463.638048, 
0,7807.248,745731.962772, 
17852.015278,0,497267.127089, 
0,7807.248,745731.962772, 
0,7969.4,501634.139553, 
0,7826.088,724463.638048, 
0,8012.4,434766.667036, 
0,8012.4,434766.667036, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,7969.4,501634.139553, 
0,7807.248,745731.962772, 
0,7826.088,724463.638048, 
17506.707353,0,718269.213938, 
0,7969.4,501634.139553, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
0,8012.4,434766.667036, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,7826.088,724463.638048, 
17506.707353,0,718269.213938, 
0,7826.088,724463.638048, 
0,7969.4,501634.139553, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,8012.4,434766.667036, 
0,7870.632,647146.496745, 
0,7910.776,592792.431993, 
17710.774371,0,587669.468954, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,7870.632,647146.496745, 
0,7969.4,501634.139553, 
0,7969.4,501634.139553, 
0,7969.4,501634.139553, 
0,7826.088,724463.638048, 
0,7826.088,724463.638048, 
17506.707353,0,718269.213938, 
0,7826.088,724463.638048, 
0,7807.248,745731.962772, 
0,7969.4,501634.139553, 
0,7969.4,501634.139553, 
0,7969.4,501634.139553, 
0,7826.088,724463.638048, 
0,8012.4,434766.667036, 
0,8012.4,434766.667036, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
17710.774371,0,587669.468954, 
0,7910.776,592792.431993, 
0,7910.776,592792.431993, 
0,8012.4,434766.667036, 
0,8047.848,379644.005825, 
0,8000.544,445103.324893, 
0,8063.376,347376.219422, 
0,7872.68,643979.756344, 
